id,Name,Agent.type,Human.classification,Animal.classification,Security.sensitive.biological.agent,Terrestrial.animal.pathogen.under.Canadian.Food.Inspection.Agency.authority,Containment.level,Considerations.for.containment,Agent.created.date,Agent.last.modified.date,Alternate.names,taxID
c87041f1-5f94-e511-814c-000c2902c387,Orthoflavivirus kyasanurense (Kyasanur Forest disease virus),Virus,RG4,RG4,Yes,Yes,Containment Level 4,,2015-11-29 7:12,2024-07-02 18:19,Kyasanur Forest disease virus,3048170
2d37280f-6094-e511-814c-000c2902c387,Orthoflavivirus omskense,Virus,RG4,RG4,Yes,No,,,2015-11-29 7:12,2024-04-02 14:16,"Omsk virus,Omsk hemorrhagic fever virus",3048233
bab734fd-5f94-e511-814c-000c2902c387,Orthomarburgvirus marburgense,Virus,RG4,RG4,Yes,Yes,Containment Level 4,,2015-11-29 7:12,2024-03-25 15:05,"Marburg virus,Ravn virus,Marburg marburgvirus,Marburg haemorrhagic fever virus",3052505
288e6bc1-5f94-e511-814c-000c2902c387,Orthonairovirus haemorrhagiae,Virus,RG4,RG4,Yes,Yes,Containment Level 4,,2015-11-29 7:12,2023-11-20 20:27,"Crimean-Congo hemorrhagic fever orthonairovirus,Crimean-Congo hemorrhagic fever virus",3052518
99853203-6094-e511-814c-000c2902c387,Parahenipavirus mojiangense,Virus,RG4,RG4,No,No,Containment Level 4,,2015-11-29 7:12,2024-05-14 19:31,"Mojiang henipavirus,Henipavirus mojiangense,Mojiang virus,Mojiang paramyxovirus",3052224
c9e03cf7-5f94-e511-814c-000c2902c387,Simplexvirus macacinealpha1,Virus,RG4,RG4,No,Yes,Containment Level 4,,2015-11-29 7:12,2023-11-22 14:33,"Macacine herpesvirus Type 1,Herpes B virus (Cercopithecine herpes virus 1),Herpesvirus simiae,Macacine alphaherpesvirus 1,Monkey B Virus",3050305
002b7fa9-5f94-e511-814c-000c2902c387,Tibrovirus congo,Virus,RG4,,No,No,,,2015-11-29 7:12,2023-10-25 15:34,"Bas-Congo tibrovirus,Bas-Congo virus",1987017
7c510c27-6094-e511-814c-000c2902c387,Alajuela orthobunyavirus,Virus,RG3,,No,No,,,2015-11-29 7:12,2024-05-17 12:53,San Juan virus,1933181
4fe6a68f-e8e5-ed11-8165-0050568253d3,Alongshan virus,Virus,RG3,RG2,No,,Containment Level 3,,2023-04-28 17:17,2025-03-03 16:24,,2269360
ca0f3fab-cb91-ed11-8161-0050568253d3,Alphainfluenzavirus influenzae H10N8,Virus,RG3,RG2,No,No,Containment Level 3,"Activities with Influenza A viruses are to be carried out in accordance with the Biosafety Directive for New and Emerging Influenza A Viruses, as amended from time to time: https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/biosafety-directives-advisories-notifications.html",2023-01-11 16:19,2024-07-24 17:24,Influenza A virus H10N8,286285
f61050e5-5f94-e511-814c-000c2902c387,Alphainfluenzavirus influenzae H2N2,Virus,RG3,RG2,No,No,Containment Level 3,"Activities with Influenza A viruses are to be carried out in accordance with the Biosafety Directive for New and Emerging Influenza A Viruses, as amended from time to time: https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/biosafety-directives-advisories-notifications.html",2015-11-29 7:12,2024-07-24 17:27,Influenza A H2N2,114729
53d4818c-4e7a-ed11-8160-0050568253d3,Alphainfluenzavirus influenzae H2N3,Virus,RG3,RG3,No,No,Containment Level 3,"Activities with Influenza A viruses are to be carried out in accordance with the Biosafety Directive for New and Emerging Influenza A Viruses, as amended from time to time: https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/biosafety-directives-advisories-notifications.html",2022-12-12 18:55,2024-07-24 17:28,Influenza A virus H2N3,114731
babd359e-a395-ed11-8161-0050568253d3,Alphainfluenzavirus influenzae H2N5,Virus,RG3,RG2,No,No,Containment Level 3,"Activities with Influenza A viruses are to be carried out in accordance with the Biosafety Directive for New and Emerging Influenza A Viruses, as amended from time to time: https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/biosafety-directives-advisories-notifications.html",2023-01-16 13:42,2024-07-24 17:28,Influenza A virus H2N5,282134
3274d43e-0848-ee11-816a-0050568253d3,Alphainfluenzavirus influenzae H3N8 (avian and zoonotic),Virus,RG3,RG2,No,No,Containment Level 3,"Activities with Influenza A viruses are to be carried out in accordance with the Biosafety Directive for New and Emerging Influenza A Viruses, as amended from time to time: https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/biosafety-directives-advisories-notifications.html",2023-08-31 14:11,2024-09-01 15:22,Influenza A virus H3N8 (avian and zoonotic),119211
d47b665d-37c7-ed11-8164-0050568253d3,Alphainfluenzavirus influenzae H5N1,Virus,RG3,RG3,Yes,Yes,Containment Level 3,"Activities with Influenza A viruses are to be carried out in accordance with the Biosafety Directive for New and Emerging Influenza A Viruses, as amended from time to time: https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/biosafety-directives-advisories-notifications.html",2023-03-20 15:53,2024-07-24 17:30,Influenza A virus H5N1,102793
231150e5-5f94-e511-814c-000c2902c387,Alphainfluenzavirus influenzae H5N2,Virus,RG3,RG3,No,Yes,,"Activities with Influenza A viruses are to be carried out in accordance with the Biosafety Directive for New and Emerging Influenza A Viruses, as amended from time to time: https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/biosafety-directives-advisories-notifications.html.",2015-11-29 7:12,2025-05-06 14:48,Influenza A H5N2,119220
ba359c96-10be-ef11-817d-0050568252cc,Alphainfluenzavirus influenzae H5N3,Virus,RG3,RG3,Yes,Yes,,"Activities with Influenza A viruses are to be carried out in accordance with the Biosafety Directive for New and Emerging Influenza A Viruses, as amended from time to time: https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/biosafety-directives-advisories-notifications.html
In order to prevent further reassortment, it is strongly recommended to avoid working with various strains of influenza A at the same time, particularly in in vivo models. Separation of such work can be spatial (e.g., different biological safety cabinet [BSC]) or temporal (e.g., scheduling). 
Respirators to be worn where there is a risk of exposure to infectious aerosols.  ",2024-12-19 13:53,2025-05-13 13:08,Influenza A virus H5N3,119221
a34f274c-251c-ee11-8169-0050568253d3,Alphainfluenzavirus influenzae H5N5,Virus,RG3,RG3,Yes,Yes,Containment Level 3,"Activities with Influenza A viruses are to be carried out in accordance with the Biosafety Directive for New and Emerging Influenza A Viruses, as amended from time to time: https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/biosafety-directives-advisories-notifications.html",2023-07-06 17:48,2024-07-24 13:42,,465975
007bb776-c012-e611-80f7-0050568252cc,Alphainfluenzavirus influenzae H5N6,Virus,RG3,RG3,Yes,Yes,Containment Level 3,"Activities with Influenza A viruses are to be carried out in accordance with the Biosafety Directive for New and Emerging Influenza A Viruses, as amended from time to time: https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/biosafety-directives-advisories-notifications.html",2016-05-05 12:54,2024-07-24 17:32,Influenza A H5N6,329376
037c5b2f-b3bc-ef11-817d-0050568252cc,Alphainfluenzavirus influenzae H5N9,Virus,RG3,RG3,Yes,Yes,,"Activities with Influenza A viruses are to be carried out in accordance with the Biosafety Directive for New and Emerging Influenza A Viruses, as amended from time to time: https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/biosafety-directives-advisories-notifications.html.
",2024-12-17 20:12,2025-03-07 14:45,,140020
6c7a9f5c-bbb8-ef11-817d-0050568252cc,Alphainfluenzavirus influenzae H7N8,Virus,RG3,RG3,Yes,Yes,,"Activities with Influenza A viruses are to be carried out in accordance with the Biosafety Directive for New and Emerging Influenza A Viruses, as amended from time to time: https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/biosafety-directives-advisories-notifications.html
In order to prevent further reassortment, it is strongly recommended to avoid working with various strains of influenza A at the same time, particularly in in vivo models. Separation of such work can be spatial (e.g., different biological safety cabinet [BSC]) or temporal (e.g., scheduling). 
Respirators to be worn where there is a risk of exposure to infectious aerosols.  ",2024-12-12 19:00,2025-05-13 13:11,Influenza A virus H7N8,119217
6a1150e5-5f94-e511-814c-000c2902c387,Alphainfluenzavirus influenzae H7N9,Virus,RG3,RG3,Yes,Yes,Containment Level 3,"Activities with Influenza A viruses are to be carried out in accordance with the Biosafety Directive for New and Emerging Influenza A Viruses, as amended from time to time: https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/biosafety-directives-advisories-notifications.html",2015-11-29 7:12,2024-07-24 17:34,Influenza A H7N9,333278
98c9eb44-6094-e511-814c-000c2902c387,Alphavirus aura,Virus,RG3,RG3,No,No,,,2015-11-29 7:12,2024-05-03 19:42,Aura virus,3426293
505575b5-5f94-e511-814c-000c2902c387,Alphavirus cabassou,Virus,RG3,,No,No,,,2015-11-29 7:12,2024-05-10 16:51,Cabassou virus,3426297
9bc36dbb-5f94-e511-814c-000c2902c387,Alphavirus chikungunya,Virus,RG3,RG2,Yes,No,,,2015-11-29 7:12,2025-02-21 13:53,Chikungunya virus,3426298
cc906bc1-5f94-e511-814c-000c2902c387,Alphavirus eastern,Virus,RG3,RG3,Yes,No,Containment Level 3,,2015-11-29 7:12,2024-11-05 20:07,Eastern equine encephalitis virus,3426299
bafb69c7-5f94-e511-814c-000c2902c387,Alphavirus everglades,Virus,RG3,,No,No,,,2015-11-29 7:12,2024-05-14 17:47,"Everglades virus,Venezuelan equine encephalitis virus subtype II (VEEV-II)",3426301
74873203-6094-e511-814c-000c2902c387,Alphavirus mucambo,Virus,RG3,,No,No,,,2015-11-29 7:12,2024-05-17 16:06,Mucambo virus,3426309
156f2a09-6094-e511-814c-000c2902c387,Alphavirus ndumu,Virus,RG3,,No,No,,,2015-11-29 7:12,2024-05-17 17:13,Ndumu virus,3426310
355ef33e-6094-e511-814c-000c2902c387,Alphavirus pixuna,Virus,RG3,RG3,No,No,,,2015-11-29 7:12,2024-05-17 17:49,Pixuna virus,3426313
1f5ef33e-6094-e511-814c-000c2902c387,Alphavirus venezuelan,Virus,RG3,RG3,Yes,Yes,Containment Level 3,,2015-11-29 7:12,2024-06-14 15:08,Venezuelan equine encephalitis virus,11036
81c9eb44-6094-e511-814c-000c2902c387,Alphavirus western,Virus,RG3,RG3,Yes,No,Containment Level 3,,2015-11-29 7:12,2024-05-17 19:59,Western equine encephalitis virus,11039
448982a3-5f94-e511-814c-000c2902c387,Aransas Bay virus,Virus,RG3,,No,No,,,2015-11-29 7:12,2018-02-21 19:04,,1428582
4c1250e5-5f94-e511-814c-000c2902c387,Arurhavirus inhangapi,Virus,RG3,,No,No,,,2015-11-29 7:12,2024-03-18 13:45,Inhangapi virus,2734371
d0caeb44-6094-e511-814c-000c2902c387,Arurhavirus xiburema,Virus,RG3,,No,No,,,2015-11-29 7:12,2024-04-15 19:59,Xiburema virus,2734373
a78982a3-5f94-e511-814c-000c2902c387,Ash River virus,Virus,RG3,,No,No,Containment Level 3,,2015-11-29 7:12,2018-02-21 19:04,,466216
96faa128-5c94-e511-814c-000c2902c387,Bacillus anthracis,Bacteria,RG3,RG3,Yes,No,,,2015-11-29 7:10,2018-03-21 19:50,,1392
34ec2d1d-ee13-e711-8103-0050568253d3,Bacillus cereus biovar anthracis,Bacteria,RG3,RG3,No,Yes,Containment Level 3,,2017-03-28 19:38,2018-03-21 19:50,,1392
bb2b7fa9-5f94-e511-814c-000c2902c387,Bandavirus bhanjanagarense,Virus,RG3,,No,No,,,2015-11-29 7:12,2024-02-26 16:31,"Bhanja virus,Kismayo virus,Forecariah virus",3051989
e2c42ccf-f2f4-ed11-8166-0050568253d3,Bandavirus dabieense,Virus,RG3,RG3,No,,Containment Level 3,,2023-05-17 20:38,2025-02-05 20:20,"Huaiyangshan banyangvirus,SFTS phlebovirus,Severe fever with thrombocytopenia syndrome virus (SFTSV)",2748958
624d0c27-6094-e511-814c-000c2902c387,Bandavirus razdanense,Virus,RG3,,No,No,,,2015-11-29 7:12,2024-04-08 12:42,"Razdan bandavirus,Razdan virus",3051994
d2b934fd-5f94-e511-814c-000c2902c387,Betacoronavirus cameli,Virus,RG3,RG3,Yes,Yes,Containment Level 3,Controlled activities with MERS-CoV are to be carried out in accordance with the Biosafety Advisory for MERS-CoV  https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/biosafety-directives-advisories-notifications/biosafety-advisory-middle-east-respiratory-syndrome-coronavirus-mers.html,2015-11-29 7:12,2024-05-17 15:52,"Middle East respiratory syndrome coronavirus (MERS-CoV),Middle East respiratory syndrome-related coronavirus (MERS-CoV)",3433633
1ee90085-6094-e511-814c-000c2902c387,Blastomyces dermatitidis,Fungus,RG3,RG3,No,No,Containment Level 3,"Controlled activities are to be carried out in accordance with the Biosafety Directive for Risk Group 3 fungi, as amended from time to time: https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/biosafety-directives-advisories-notifications.html",2015-11-29 7:12,2024-07-25 13:26,"Blastomycoides dermatitidis,Geotrichum dermatitidis,Gilchristia dermatitidis,Mycoderma dermatitidis,Cryptococcus dermatitidis,Torulopsis dermatitidis,Endomyces dermatitidis,Oidium dermatitidis",5039
b6bf3f7c-cfff-e811-8128-0050568253d3,Blastomyces gilchristii,Fungus,RG3,RG3,No,,Containment Level 3,"Controlled activities are to be carried out in accordance with the Biosafety Directive for Risk Group 3 fungi, as amended from time to time: https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/biosafety-directives-advisories-notifications.html",2018-12-14 18:38,2024-07-25 13:27,,1681229
ab0d8dbf-5805-e911-8128-0050568253d3,Blastomyces helicus,Fungus,RG3,RG3,No,No,Containment Level 3,"Controlled activities are to be carried out in accordance with the Biosafety Directive for Risk Group 3 fungi, as amended from time to time: https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/biosafety-directives-advisories-notifications.html",2018-12-21 19:44,2024-07-25 13:27,,465036
1dc02993-3c05-e911-8128-0050568253d3,Blastomyces percursus,Fungus,RG3,RG3,No,No,Containment Level 3,"Controlled activities are to be carried out in accordance with the Biosafety Directive for Risk Group 3 fungi, as amended from time to time: https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/biosafety-directives-advisories-notifications.html",2018-12-21 16:22,2024-07-25 13:27,,1658174
8fae15d5-7f96-e911-8132-0050568253d3,Bourbon virus,Virus,RG3,RG2,No,No,Containment Level 3,,2019-06-24 12:59,2024-04-08 15:19,,1618189
e72d922a-0eeb-ef11-817f-0050568253d3,Brucella abortus,Bacteria,RG3,RG3,Yes,Yes,Containment Level 3,,2025-02-14 19:59,2025-02-17 16:08,Bacterium abortus,235
3c27665e-5c94-e511-814c-000c2902c387,Brucella canis,Bacteria,RG3,RG3,No,No,,,2015-11-29 7:10,2024-05-17 12:15,Brucella canis,36855
5775dcdc-a131-e611-80fa-0050568253d3,Brucella ceti,Bacteria,RG3,RG3,No,No,Containment Level 3,,2016-06-13 20:03,2018-03-22 17:21,,120577
1027665e-5c94-e511-814c-000c2902c387,Brucella melitensis,Bacteria,RG3,RG3,Yes,Yes,Containment Level 3,,2015-11-29 7:10,2024-03-14 11:42,"Streptococcus melitensis,Brucella melitensis",29459
5127665e-5c94-e511-814c-000c2902c387,Brucella neotomae,Bacteria,RG3,RG3,No,No,,,2015-11-29 7:10,2025-02-17 16:09,,29460
6627665e-5c94-e511-814c-000c2902c387,Brucella ovis,Bacteria,RG3,RG3,No,No,,,2015-11-29 7:10,2024-05-17 12:18,Brucella ovis,236
8f27665e-5c94-e511-814c-000c2902c387,Brucella pinnipedialis,Bacteria,RG3,RG3,No,No,,,2015-11-29 7:10,2018-02-21 18:52,Brucella maris,120576
7b27665e-5c94-e511-814c-000c2902c387,Brucella suis,Bacteria,RG3,RG3,Yes,Yes,Containment Level 3,,2015-11-29 7:10,2024-05-17 12:18,,29461
7829665e-5c94-e511-814c-000c2902c387,Burkholderia mallei,Bacteria,RG3,RG3,Yes,Yes,Containment Level 3,,2015-11-29 7:10,2019-09-04 14:20,"Loefferella mallei,Malleomyces mallei,Pseudomonas mallei,Bacillus mallei",13373
fc29665e-5c94-e511-814c-000c2902c387,Burkholderia pseudomallei,Bacteria,RG3,RG3,Yes,No,Containment Level 3,,2015-11-29 7:10,2021-12-23 14:59,"Pseudomonas pseudomallei,Bacillus pseudomallei,Malleomyces pseudomallei",28450
715575b5-5f94-e511-814c-000c2902c387,Calchaqui virus,Virus,RG3,,No,No,,,2015-11-29 7:12,2024-05-14 18:21,,1552845
74ec437c-5c94-e511-814c-000c2902c387,Chlamydia psittaci,Bacteria,RG3,RG3,Yes,No,,,2015-11-29 7:10,2024-03-20 20:37,"Chlamydophila psittaci,Rickettsia psittaci",83554
4e61f98a-6094-e511-814c-000c2902c387,Cladophialophora bantiana,Fungus,RG3,RG3,No,No,Containment Level 3,,2015-11-29 7:12,2024-07-25 13:28,"Xylohypha bantiana,Torula bantiana,Cladosporium bantianum,Cladosporium trichoides",89940
ac61f98a-6094-e511-814c-000c2902c387,Coccidioides immitis,Fungus,RG3,RG3,Yes,No,Containment Level 3,,2015-11-29 7:12,2024-07-25 13:28,"Blastomycoides immitis,Zymonema immitis,Aleurisma immite,Geotrichum immite,Mycoderma immite",5501
b661f98a-6094-e511-814c-000c2902c387,Coccidioides posadasii,Fungus,RG3,RG3,Yes,No,Containment Level 3,,2015-11-29 7:12,2024-07-25 13:29,,199306
ccd920a6-5c94-e511-814c-000c2902c387,Coxiella burnetii,Bacteria,RG3,RG3,Yes,No,,,2015-11-29 7:10,2018-02-21 18:53,"Rickettsia burneti,Rickettsia diaporica",777
e001c01f-72ec-ee11-8173-0050568253d3,Cryptococcus bacillisporus,Fungus,RG3,RG3,No,No,,"Controlled activities are to be carried out in accordance with the Biosafety Directive for Risk Group 3 fungi, as amended from time to time: https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/biosafety-directives-advisories-notifications.html",2024-03-27 19:42,2024-10-30 13:08,Cryptococcus gattii genotype VGIII,552467
9d1b9eb9-6814-ef11-8175-0050568253d3,Cryptococcus decagattii,Fungus,RG3,RG3,No,No,,"Controlled activities are to be carried out in accordance with the Biosafety Directive for Risk Group 3 Fungi, as amended from time to time: https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/biosafety-directives-advisories-notifications.html",2024-05-17 16:15,2024-10-30 13:08,Cryptococcus gattii genotype VGVI,1859122
e190185f-6514-ef11-8175-0050568253d3,Cryptococcus deuterogattii,Fungus,RG3,RG3,No,No,,"Controlled activities are to be carried out in accordance with the Biosafety Directive for Risk Group 3 Fungi, as amended from time to time: https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/biosafety-directives-advisories-notifications.htm",2024-05-17 15:51,2024-10-30 13:06,Cryptococcus gattii genotype VGII,1859096
d59d97bb-83f4-e611-8103-0050568253d3,Cryptococcus gattii,Fungus,RG3,RG3,No,No,,"Controlled activities are to be carried out in accordance with the Biosafety Directive for Risk Group 3 fungi, as amended from time to time: https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/biosafety-directives-advisories-notifications.html",2017-02-16 20:08,2024-10-28 16:50,"Cryptococcus gattii genotype VGI,Cryptococcus neoformans serotype B, C,Cryptococcus neoformans var. gattii",37769
70fd5413-6814-ef11-8175-0050568253d3,Cryptococcus tetragattii,Fungus,RG3,RG3,No,No,,"Controlled activities are to be carried out in accordance with the Biosafety Directive for Risk Group 3 Fungi, as amended from time to time: https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/biosafety-directives-advisories-notifications.html",2024-05-17 16:11,2024-10-30 13:07,Cryptococcus gattii genotype VGIV,1859121
b04e0c27-6094-e511-814c-000c2902c387,Curiovirus rochambeau,Virus,RG3,,No,No,,,2015-11-29 7:12,2024-04-08 13:23,"Rochambeau curiovirus,Rochambeau virus",1985691
90cb06d0-5c94-e511-814c-000c2902c387,Ehrlichia chaffeensis,Bacteria,RG3,RG2,No,No,Containment Level 3,,2015-11-29 7:10,2024-03-21 19:27,,945
cfcb06d0-5c94-e511-814c-000c2902c387,Ehrlichia ondiri,Bacteria,RG3,RG3,No,Yes,,,2015-11-29 7:10,2018-02-21 18:54,"Cytoecetes ondiri,bovine petechial fever",106181
a90ba6d1-3a02-ea11-813a-0050568253d3,Enterovirus coxsackiepol novel oral polio vaccine 1 (nOPV1),Virus,RG3,RG1,No,No,Containment Level 3,"Activities with novel oral poliovirus vaccine strains are to be carried out in accordance with the World Health Organization Global Action Plan on Poliovirus Containment. However, specified activities as described in the Containment Advisory Group (WHO CAG) temporary waiver, as amended from time to time, may be carried out at CL2.",2019-11-08 15:17,2025-02-21 15:22,,NA
33e8b8a0-596c-ee11-816d-0050568253d3,Enterovirus coxsackiepol novel oral polio vaccine 2 (nOPV2),Virus,RG3,RG1,No,No,Containment Level 3,"Activities with novel oral poliovirus vaccine strains are to be carried out in accordance with the World Health Organization Global Action Plan on Poliovirus Containment. However, specified activities as described in the Containment Advisory Group (WHO CAG) temporary waiver, as amended from time to time, may be carried out at CL2.",2023-10-16 19:24,2025-02-21 15:19,,NA
bf431b32-3b02-ea11-813a-0050568253d3,Enterovirus coxsackiepol novel oral polio vaccine 3 (nOPV3),Virus,RG3,RG1,No,No,Containment Level 3,"Activities with novel oral poliovirus vaccine strains are to be carried out in accordance with the World Health Organization Global Action Plan on Poliovirus Containment. However, specified activities as described in the Containment Advisory Group (WHO CAG) temporary waiver, as amended from time to time, may be carried out at CL2.",2019-11-08 15:19,2025-02-21 15:22,,NA
a47504df-ba18-ed11-815c-0050568253d3,Enterovirus coxsackiepol poliovirus 1,Virus,RG3,RG1,No,,Containment Level 3,,2022-08-10 14:44,2024-05-14 16:00,Enterovirus C poliovirus 1,12080
2064dec1-8263-ee11-816d-0050568253d3,Enterovirus coxsackiepol poliovirus 2,Virus,RG3,RG1,No,,Containment Level 3,,2023-10-05 13:26,2024-05-14 16:04,Enterovirus C poliovirus 2,12083
d9d198e8-8263-ee11-816d-0050568253d3,Enterovirus coxsackiepol poliovirus 3,Virus,RG3,RG1,No,,Containment Level 3,,2023-10-05 13:27,2024-05-14 16:43,Enterovirus C poliovirus 3,12086
6cfc85ac-ca5e-ed11-815f-0050568253d3,Enterovirus coxsackiepol poliovirus Sabin oral vaccine 1 (OPV1),Virus,RG3,RG1,No,No,Containment Level 3,,2022-11-07 18:33,2024-05-14 16:45,Enterovirus C poliovirus Sabin oral vaccine 1 (OPV1),NA
934b3f90-a372-ee11-816d-0050568253d3,Enterovirus coxsackiepol poliovirus Sabin oral vaccine 2 (OPV2),Virus,RG3,RG1,No,,Containment Level 3,,2023-10-24 19:29,2024-05-14 16:48,Enterovirus C poliovirus Sabin oral vaccine 2 (OPV2),NA
dab6e3c1-a372-ee11-816d-0050568253d3,Enterovirus coxsackiepol poliovirus Sabin oral vaccine 3 (OPV3),Virus,RG3,RG1,No,,Containment Level 3,,2023-10-24 19:30,2024-05-14 16:49,Enterovirus C poliovirus Sabin oral vaccine 3 (OPV3),NA
53cf4161-525c-ed11-815f-0050568253d3,Enterovirus coxsackiepol vaccine-derived poliovirus 1,Virus,RG3,RG1,No,,Containment Level 3,,2022-11-04 15:07,2024-05-14 16:50,Enterovirus C vaccine-derived poliovirus 1,NA
5cd4be89-9e72-ee11-816d-0050568253d3,Enterovirus coxsackiepol vaccine-derived poliovirus 2,Virus,RG3,RG1,No,,Containment Level 3,,2023-10-24 18:52,2024-05-14 16:51,Enterovirus C vaccine-derived poliovirus 2,NA
765d71ab-9e72-ee11-816d-0050568253d3,Enterovirus coxsackiepol vaccine-derived poliovirus 3,Virus,RG3,RG1,No,,Containment Level 3,,2023-10-24 18:54,2024-05-14 16:52,Enterovirus C vaccine-derived poliovirus 3,NA
